filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k19_0.899_0.537_0.537_0.506_c862.mtx,100.462,0.061703,82.4263,0.12565,82.3531
k19_0.899_0.537_0.537_0.507_c862.mtx,100.324,0.062992,85.9458,0.0859956,85.9041
k19_0.899_0.537_0.537_0.508_c862.mtx,100.328,0.056174,86.8761,0.155571,86.7826
k19_0.899_0.537_0.537_0.509_c862.mtx,100.808,0.062885,87.8201,0.085983,87.7758
k19_0.899_0.537_0.537_0.510_c862.mtx,101.141,0.060804,88.4005,0.0832861,88.3513
k19_0.899_0.537_0.537_0.511_c862.mtx,132.565,0.057479,88.816,0.168486,88.7195
k19_0.899_0.537_0.537_0.512_c862.mtx,101.156,0.06328,89.6947,0.100544,89.652
k19_0.899_0.537_0.537_0.513_c862.mtx,101.031,0.061994,87.3091,0.195991,87.1918
k19_0.899_0.537_0.537_0.514_c862.mtx,101.172,0.057894,88.6103,0.189329,88.5284
k19_0.899_0.537_0.537_0.515_c862.mtx,101.24,0.062728,91.9063,0.190395,91.7812
k19_0.899_0.537_0.537_0.516_c862.mtx,101.053,0.058525,92.1718,0.111196,92.1065
k19_0.899_0.537_0.537_0.517_c862.mtx,101.091,0.058941,92.9156,0.143753,92.813
k19_0.899_0.537_0.537_0.518_c862.mtx,101.508,0.06334,93.7981,0.0954391,93.7535
k19_0.899_0.537_0.537_0.519_c862.mtx,101.904,0.067325,94.0584,0.0856544,94.0292
k19_0.899_0.537_0.537_0.520_c862.mtx,101.713,0.055771,91.5411,0.644283,91.2467
k19_0.899_0.537_0.537_0.521_c862.mtx,101.699,0.059041,93.5584,0.319147,93.4411
k19_0.899_0.537_0.537_0.522_c862.mtx,102.205,0.062306,94.0737,0.131693,94.0183
k19_0.899_0.537_0.537_0.523_c862.mtx,102.066,0.057187,97.1647,0.1163,97.0983
k19_0.899_0.537_0.537_0.524_c862.mtx,102.169,0.067856,95.6439,0.120793,95.5681
k19_0.899_0.537_0.537_0.525_c862.mtx,102.574,0.065691,98.9109,0.0496676,98.8761
